500
5
20
4223.59	4231.28	4191.28	4301.54	4617.44
4222.56	4234.87	4189.74	4303.08	4623.08
4211.79	4230.26	4189.74	4306.67	4625.64
4207.18	4219.49	4188.21	4303.59	4623.08
4214.87	4220.51	4181.54	4298.97	4619.49
4223.08	4229.23	4182.56	4302.56	4622.05
4220.51	4226.15	4184.1	4302.05	4623.08
4206.15	4217.95	4179.49	4294.87	4615.38
4200.51	4216.92	4180.51	4297.44	4615.9
4206.67	4224.1	4187.18	4304.62	4623.08
4208.21	4227.18	4184.62	4302.05	4621.03
4207.18	4222.56	4177.44	4294.87	4614.87
4207.18	4216.92	4176.41	4292.31	4614.36
4201.54	4214.36	4175.9	4293.33	4612.31
4202.05	4211.79	4169.74	4293.33	4608.72
4212.82	4210.26	4161.54	4293.33	4607.18
4224.1	4222.05	4164.62	4295.38	4608.72
4227.18	4233.33	4175.9	4300	4615.38
4215.38	4227.69	4178.46	4302.56	4616.92
4206.15	4216.41	4169.74	4297.44	4608.72
4208.72	4213.33	4165.13	4294.87	4604.1
4207.18	4215.9	4171.28	4298.46	4610.26
4211.28	4220	4175.38	4300	4617.44
4216.92	4224.62	4174.87	4297.95	4617.44
4209.74	4220.51	4172.31	4297.44	4614.87
4204.62	4212.82	4167.69	4296.41	4612.31
4210.77	4212.82	4166.67	4293.33	4608.72
4216.92	4221.54	4170.77	4291.28	4609.74
4219.49	4227.69	4172.82	4289.23	4616.41
4223.08	4227.18	4173.33	4289.74	4619.49
4218.97	4225.64	4173.85	4291.79	4616.41
4212.31	4221.03	4166.15	4287.69	4610.26
4211.28	4221.03	4160.51	4283.08	4605.13
4213.33	4225.64	4164.1	4282.56	4606.67
4213.85	4225.64	4167.18	4283.08	4611.28
4211.28	4223.59	4170.77	4285.64	4611.79
4210.77	4223.59	4174.87	4292.31	4608.72
4210.77	4223.59	4173.85	4297.95	4609.74
4218.97	4226.67	4177.95	4303.08	4616.92
4231.79	4235.9	4187.69	4305.64	4623.08
4230.77	4240.51	4187.18	4304.62	4622.56
4225.64	4240.51	4181.54	4302.56	4621.54
4220	4234.87	4181.03	4301.54	4621.03
4214.87	4227.69	4180.51	4302.05	4620
4217.44	4229.74	4178.97	4302.05	4619.49
4218.97	4232.31	4176.41	4294.36	4618.97
4207.69	4228.72	4170.26	4286.15	4618.46
4195.9	4218.97	4163.59	4288.72	4610.77
4198.97	4210.26	4158.46	4288.72	4599.49
4208.21	4213.85	4161.54	4289.23	4604.62
4214.87	4228.72	4174.87	4295.9	4620.51
4218.46	4233.85	4177.95	4298.97	4622.05
4217.95	4225.13	4170.26	4295.38	4614.36
4214.36	4225.13	4172.82	4293.85	4614.87
4218.97	4235.9	4184.1	4298.97	4621.54
4226.67	4241.54	4185.64	4305.13	4626.67
4222.05	4233.85	4180	4301.03	4622.05
4217.44	4227.69	4176.41	4292.31	4611.28
4216.41	4229.23	4172.82	4290.77	4604.62
4202.56	4222.56	4169.74	4288.72	4604.62
4191.79	4208.72	4169.23	4285.13	4606.67
4203.59	4209.23	4170.26	4288.21	4607.69
4209.23	4219.49	4169.23	4288.72	4605.13
4202.56	4215.9	4163.08	4285.13	4598.97
4210.26	4213.85	4165.13	4287.69	4602.05
4222.56	4226.15	4176.41	4294.36	4613.33
4220	4233.85	4182.56	4298.46	4620
4215.9	4232.31	4182.05	4301.54	4622.05
4218.46	4230.77	4183.08	4304.1	4624.1
4217.44	4232.82	4184.62	4304.62	4623.59
4217.44	4235.38	4183.59	4301.03	4624.1
4213.85	4233.33	4180.51	4292.82	4623.59
4199.49	4223.08	4175.9	4286.15	4614.36
4200.51	4214.87	4171.28	4286.67	4606.67
4211.28	4216.41	4171.79	4288.72	4608.72
4202.56	4218.46	4169.23	4286.67	4611.79
4194.36	4218.46	4164.62	4283.08	4609.74
4206.15	4218.46	4165.64	4277.44	4608.21
4214.87	4223.59	4172.82	4274.36	4612.31
4214.87	4232.82	4177.95	4284.62	4622.05
4210.26	4229.23	4181.54	4298.46	4625.13
4197.44	4214.87	4180.51	4297.44	4616.41
4197.44	4213.33	4172.31	4289.23	4612.82
4206.15	4218.97	4172.31	4289.23	4615.9
4197.95	4216.41	4176.41	4289.74	4615.9
4196.41	4214.36	4170.77	4291.79	4615.9
4210.26	4223.08	4171.79	4298.97	4621.54
4211.79	4230.26	4182.05	4298.97	4625.13
4202.05	4224.62	4176.41	4289.74	4620
4201.03	4214.36	4164.62	4287.18	4610.77
4211.79	4215.38	4167.69	4294.87	4605.13
4223.59	4229.74	4177.44	4300.51	4609.74
4225.13	4237.44	4183.08	4298.97	4621.54
4220.51	4234.36	4183.08	4293.33	4626.15
4208.21	4229.23	4178.46	4290.26	4617.44
4193.85	4223.08	4179.49	4295.38	4616.41
4193.85	4219.49	4186.15	4296.92	4624.1
4198.97	4215.38	4180	4289.74	4618.97
4197.44	4205.64	4163.59	4280	4603.59
4201.03	4201.54	4160.51	4275.9	4598.97
4208.72	4208.21	4168.21	4279.49	4603.08
4210.26	4217.95	4174.36	4280.51	4609.74
4210.77	4225.13	4176.92	4282.05	4616.41
4210.77	4227.18	4177.44	4284.62	4616.92
4206.67	4223.08	4176.41	4287.69	4618.97
4201.54	4220.51	4184.1	4294.36	4625.13
4203.59	4218.97	4191.28	4298.97	4626.15
4211.79	4215.9	4181.03	4288.72	4620
4211.79	4215.38	4167.69	4273.33	4608.72
4210.77	4217.95	4169.74	4274.36	4601.54
4226.15	4226.67	4179.49	4284.1	4609.23
4232.82	4235.9	4185.13	4292.31	4619.49
4211.28	4232.31	4185.64	4295.9	4620
4200.51	4222.56	4182.56	4292.82	4615.38
4217.95	4221.54	4175.9	4283.59	4610.26
4221.54	4216.92	4165.13	4269.74	4600.51
4201.03	4206.67	4160	4263.59	4594.36
4200	4214.36	4171.28	4273.33	4601.03
4219.49	4228.21	4189.23	4291.79	4617.44
4224.62	4231.79	4195.38	4298.46	4626.67
4219.49	4229.23	4191.79	4293.85	4623.08
4215.9	4227.18	4187.18	4286.15	4620.51
4215.38	4223.08	4181.54	4277.95	4614.87
4217.95	4221.54	4178.97	4273.85	4608.72
4212.31	4223.08	4182.05	4276.92	4614.87
4201.54	4221.03	4182.56	4280.51	4619.49
4201.03	4217.44	4178.97	4280.51	4613.85
4212.31	4217.95	4184.1	4281.54	4614.87
4229.23	4230.77	4194.87	4284.1	4624.62
4233.85	4241.54	4197.44	4283.59	4625.64
4217.44	4233.33	4192.82	4280.51	4621.54
4197.44	4217.44	4185.13	4276.41	4615.9
4192.82	4208.21	4175.9	4272.31	4603.59
4197.95	4208.72	4171.79	4270.26	4597.95
4204.1	4216.41	4177.95	4276.41	4606.67
4212.31	4224.62	4185.64	4284.1	4613.33
4217.95	4225.64	4187.69	4278.46	4612.82
4216.92	4224.62	4183.08	4271.28	4617.44
4216.41	4229.23	4182.56	4280.51	4623.08
4219.49	4234.87	4191.28	4287.18	4623.59
4217.44	4235.38	4191.28	4276.92	4620.51
4208.72	4227.18	4185.64	4270.77	4617.95
4208.72	4223.59	4191.28	4277.95	4620.51
4212.31	4227.18	4193.85	4284.1	4620.51
4207.69	4225.13	4181.54	4280.51	4613.33
4205.64	4218.46	4177.95	4276.41	4610.26
4212.31	4220	4187.69	4281.03	4615.9
4217.95	4228.21	4191.79	4281.54	4616.92
4214.36	4227.69	4187.18	4271.28	4610.77
4215.9	4227.18	4188.21	4272.82	4612.31
4223.08	4232.31	4191.79	4281.03	4618.46
4221.03	4230.77	4189.74	4277.44	4617.95
4216.41	4227.18	4190.77	4274.87	4617.44
4220	4232.31	4197.95	4281.54	4623.59
4219.49	4238.46	4201.03	4286.67	4626.67
4217.44	4232.82	4196.41	4281.54	4618.46
4224.1	4229.74	4197.44	4273.33	4615.38
4230.77	4234.87	4198.46	4272.82	4620.51
4224.1	4237.44	4195.38	4274.36	4620.51
4214.87	4235.9	4198.97	4274.36	4617.95
4213.33	4231.79	4202.05	4281.54	4620.51
4210.26	4227.18	4198.46	4288.72	4622.56
4213.33	4231.79	4204.62	4289.74	4625.13
4220.51	4242.56	4213.85	4292.82	4628.21
4224.1	4242.05	4212.31	4292.82	4627.18
4229.74	4237.95	4211.28	4287.69	4625.13
4231.79	4240	4211.79	4289.74	4619.49
4224.62	4244.62	4211.28	4296.92	4621.03
4223.59	4249.23	4218.97	4297.95	4632.31
4232.31	4248.21	4221.03	4297.44	4632.82
4229.74	4243.59	4209.74	4296.41	4621.54
4222.56	4240	4209.23	4295.38	4620
4225.64	4240.51	4219.49	4294.87	4624.62
4220.51	4238.97	4217.95	4295.38	4623.59
4208.21	4233.33	4210.77	4295.9	4622.05
4201.54	4228.21	4210.26	4293.33	4619.49
4199.49	4224.1	4207.69	4287.69	4612.82
4207.18	4221.54	4202.05	4283.08	4607.18
4220.51	4223.59	4202.56	4283.59	4608.72
4221.03	4231.79	4205.13	4284.1	4612.31
4211.79	4233.33	4204.1	4280.51	4610.77
4208.21	4228.21	4209.23	4282.05	4617.44
4210.77	4232.82	4214.36	4289.23	4626.67
4212.31	4235.38	4212.82	4293.33	4621.54
4207.69	4228.72	4212.31	4287.69	4613.85
4207.18	4228.21	4208.72	4278.97	4614.87
4209.74	4231.79	4204.1	4280	4612.82
4210.77	4228.21	4206.67	4287.69	4609.23
4217.95	4227.69	4213.85	4294.87	4612.82
4222.05	4231.79	4212.82	4296.92	4613.85
4209.74	4225.64	4206.67	4291.28	4608.72
4196.41	4215.9	4203.08	4284.62	4601.54
4201.54	4217.95	4204.62	4285.64	4600.51
4206.15	4224.1	4208.72	4289.23	4610.77
4206.15	4224.1	4209.74	4286.15	4617.95
4222.05	4236.41	4214.36	4286.15	4620
4235.9	4250.77	4221.54	4291.28	4624.1
4223.08	4244.1	4225.13	4290.26	4626.15
4205.13	4230.77	4221.03	4289.74	4620
4206.67	4229.23	4214.87	4293.85	4616.92
4206.67	4230.26	4214.87	4293.33	4623.59
4200	4224.62	4214.87	4286.67	4621.54
4205.13	4217.95	4210.26	4283.59	4607.69
4215.38	4222.05	4211.79	4288.72	4607.18
4212.82	4229.23	4218.97	4295.9	4620.51
4208.72	4227.18	4221.03	4301.03	4623.08
4212.31	4230.26	4220	4300	4620
4212.82	4237.95	4223.59	4299.49	4623.59
4203.08	4230.77	4223.08	4299.49	4623.59
4194.87	4219.49	4214.87	4290.26	4616.92
4201.03	4222.05	4208.21	4281.54	4612.31
4213.85	4228.21	4211.79	4280	4611.79
4214.36	4230.77	4218.97	4284.62	4615.38
4209.74	4231.79	4221.03	4293.33	4620.51
4214.36	4233.33	4220.51	4297.95	4620
4214.87	4235.38	4218.97	4290.26	4620
4200.51	4231.28	4211.28	4275.38	4617.44
4198.46	4224.1	4206.15	4270.26	4610.77
4215.38	4223.59	4213.85	4279.49	4611.28
4216.92	4227.18	4220	4285.64	4617.95
4200	4223.59	4211.79	4277.44	4615.38
4202.56	4222.05	4209.74	4271.79	4611.28
4216.92	4230.77	4217.95	4278.46	4615.9
4208.72	4229.74	4221.54	4285.64	4619.49
4201.03	4222.56	4224.1	4289.23	4622.56
4222.05	4230.77	4229.23	4292.82	4625.13
4231.79	4241.54	4225.64	4287.69	4616.92
4212.82	4233.33	4211.28	4275.9	4605.13
4204.1	4222.56	4205.64	4274.36	4606.67
4210.77	4223.59	4211.28	4282.05	4613.85
4212.31	4229.23	4216.41	4286.15	4620.51
4217.95	4233.85	4225.13	4290.77	4633.85
4227.69	4233.85	4229.74	4295.9	4638.97
4221.03	4228.21	4223.59	4293.33	4630.77
4209.74	4223.08	4222.05	4294.36	4628.72
4210.77	4227.69	4227.69	4299.49	4632.31
4213.85	4234.87	4228.72	4292.31	4632.82
4210.77	4233.85	4225.13	4285.13	4634.87
4212.31	4229.23	4225.64	4287.18	4634.36
4215.38	4229.74	4221.54	4290.26	4626.67
4213.85	4228.21	4216.41	4291.79	4622.56
4211.28	4221.03	4218.46	4294.87	4624.1
4215.9	4224.62	4223.59	4293.85	4624.62
4231.79	4240	4225.13	4290.26	4626.67
4238.46	4247.69	4228.21	4295.9	4631.28
4224.62	4244.62	4232.31	4299.49	4635.38
4212.82	4240	4230.77	4295.9	4636.41
4211.79	4234.87	4225.13	4292.31	4632.82
4213.85	4227.69	4220.51	4288.21	4627.69
4212.31	4225.64	4218.46	4286.67	4623.59
4212.82	4228.21	4219.49	4292.31	4622.56
4213.33	4226.67	4222.05	4295.38	4622.56
4213.85	4222.05	4222.56	4290.77	4622.56
4216.92	4225.13	4219.49	4291.28	4623.59
4220.51	4233.85	4221.54	4296.41	4628.21
4218.46	4237.44	4229.74	4297.44	4635.9
4219.49	4243.59	4236.41	4301.03	4640.51
4225.64	4250.26	4233.33	4300	4638.46
4220.51	4243.59	4226.15	4293.85	4631.28
4215.38	4232.82	4224.62	4295.38	4629.23
4224.1	4237.44	4228.72	4299.49	4634.36
4233.33	4246.67	4234.87	4297.95	4639.49
4240	4249.74	4237.95	4300.51	4642.05
4244.62	4255.9	4241.03	4309.74	4646.15
4230.26	4254.87	4241.54	4312.31	4644.62
4210.26	4241.54	4233.33	4307.18	4632.82
4215.9	4237.44	4229.23	4301.03	4631.79
4223.59	4244.62	4234.87	4298.97	4638.97
4217.95	4242.56	4236.41	4300.51	4639.49
4225.64	4244.62	4236.41	4303.59	4641.54
4242.56	4260	4244.1	4307.69	4650.26
4239.49	4257.95	4242.56	4306.67	4648.72
4223.59	4243.08	4230.26	4300.51	4636.92
4225.13	4241.03	4228.21	4297.44	4633.33
4232.82	4243.59	4232.82	4300.51	4635.9
4222.56	4238.97	4227.18	4297.95	4631.28
4203.59	4229.23	4216.92	4289.74	4620.51
4200.51	4221.54	4216.41	4292.31	4616.41
4207.18	4222.05	4222.56	4303.08	4624.62
4208.21	4231.28	4222.56	4304.1	4626.67
4212.82	4233.33	4218.97	4296.92	4618.46
4224.1	4230.77	4222.05	4294.36	4617.44
4229.74	4240.51	4230.26	4299.49	4627.18
4221.54	4249.74	4233.33	4302.56	4634.87
4208.72	4242.56	4232.31	4299.49	4634.36
4208.72	4234.36	4233.33	4298.97	4632.82
4220.51	4240.51	4235.9	4303.08	4636.41
4231.79	4250.77	4234.87	4303.59	4637.95
4234.87	4251.79	4236.41	4300.51	4634.87
4226.15	4248.21	4236.41	4297.95	4630.26
4207.18	4237.44	4227.18	4293.33	4624.62
4207.69	4227.69	4218.46	4289.74	4620
4224.62	4232.82	4220	4289.74	4621.54
4219.49	4235.38	4221.03	4287.18	4618.46
4209.74	4229.74	4217.44	4287.18	4613.85
4220	4233.85	4223.08	4293.85	4620
4225.13	4245.13	4229.74	4297.44	4629.74
4222.56	4246.15	4228.21	4296.41	4633.33
4229.74	4246.15	4226.67	4295.9	4633.33
4232.82	4246.15	4227.18	4297.95	4627.69
4232.82	4240.51	4222.56	4300	4621.54
4240.51	4242.05	4221.03	4298.46	4622.05
4236.92	4242.05	4223.08	4292.31	4621.54
4229.23	4241.03	4225.64	4288.21	4624.62
4229.23	4250.26	4235.9	4295.9	4637.44
4222.05	4252.31	4241.54	4300.51	4642.56
4218.46	4242.56	4230.77	4293.33	4631.79
4232.31	4241.03	4227.18	4290.26	4627.18
4236.41	4248.21	4232.31	4293.85	4632.82
4226.15	4242.56	4228.21	4293.33	4632.82
4220.51	4235.9	4229.23	4296.92	4632.31
4216.92	4240	4235.38	4304.1	4636.92
4214.87	4241.54	4227.69	4295.38	4633.85
4219.49	4234.87	4217.95	4280.51	4622.05
4227.69	4234.36	4217.95	4279.49	4618.46
4233.33	4249.23	4223.08	4287.69	4626.67
4227.69	4252.31	4227.69	4296.92	4629.74
4217.44	4236.41	4228.21	4301.54	4625.13
4217.44	4231.79	4229.74	4302.56	4629.74
4218.46	4236.92	4230.77	4299.49	4633.85
4219.49	4233.33	4221.54	4292.82	4621.54
4226.67	4225.64	4209.23	4287.69	4607.69
4223.08	4226.67	4208.21	4284.62	4607.18
4214.36	4231.79	4220.51	4291.28	4618.46
4221.03	4238.46	4229.74	4305.13	4631.79
4224.1	4242.05	4229.74	4304.62	4632.82
4213.33	4237.44	4226.67	4292.82	4625.64
4206.15	4231.79	4223.08	4285.64	4623.59
4210.77	4225.64	4219.49	4278.97	4621.54
4220	4225.13	4213.85	4269.74	4616.41
4229.74	4235.38	4212.82	4271.28	4615.9
4232.31	4245.13	4220.51	4281.03	4620.51
4227.18	4245.64	4228.72	4288.21	4625.13
4229.23	4244.62	4232.82	4293.85	4628.21
4227.69	4246.15	4236.92	4298.46	4632.31
4215.9	4246.67	4240	4300.51	4636.92
4212.82	4248.21	4236.41	4302.05	4636.92
4220.51	4246.15	4232.82	4298.97	4632.82
4222.56	4242.05	4231.79	4293.33	4629.74
4214.36	4240.51	4231.79	4291.28	4628.72
4210.77	4233.85	4227.69	4288.72	4625.64
4223.08	4234.36	4226.67	4289.74	4626.15
4236.41	4249.23	4235.38	4293.33	4631.79
4228.21	4249.23	4234.36	4290.77	4627.69
4215.38	4239.49	4230.26	4286.15	4626.67
4224.62	4252.31	4238.46	4292.31	4641.54
4235.9	4265.64	4246.67	4300	4649.23
4230.26	4253.85	4239.49	4294.36	4636.92
4222.05	4241.54	4229.23	4286.67	4625.64
4217.44	4241.03	4227.69	4291.28	4626.67
4216.41	4243.08	4226.67	4293.33	4624.62
